text_id,text_type,target,target_question,labels
1519927879676616704,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1497663026748706816,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1513212785567715328,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1570526999634145281,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1533785987863789570,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1515736292809756684,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1497673406443106304,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1503254000568881156,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1497505079557038083,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1574562900177747969,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1509620660062105606,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1566450378371112961,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1514238653928820742,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1499204405928906759,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1542752586603929600,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1524321306358996994,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1522312662620725261,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1514949874562781188,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1516665967262248961,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1509863292021448705,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1498629842815827968,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1519989058121998336,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1516883879965171715,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1538894890783985664,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1520044240469954563,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1514156417984442372,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1521858431241629698,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1498385882856017928,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1519941335893127168,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1502391776371478531,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1527630189462704129,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1515326630008434702,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1514692222368821254,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1498032986129899534,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1516811330438803457,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1499348895574511618,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1510990969247776768,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1535257939056939010,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1515375583366103045,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1544568486545989633,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1498034088497885186,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1557981061904211969,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1514608992005222400,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1524711900579352579,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1518596860243546117,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1519685334447108096,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1514145209227137025,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1542611517299982336,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1509598682450219013,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1520790224258928640,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1516475846348922888,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1515272888483467269,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1515960835918774273,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1515346843282067456,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1523838550613110788,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1516336904580575237,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1537259425064534018,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1518279703940976643,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1514287378415984645,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1498004765137154049,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1500044042226253829,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1521045396847480832,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1518121487567405056,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1570155337075900418,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1499842287765008384,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1498909920112033800,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1500420922171404288,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1497978922742521868,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1513957428387270660,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1517886551946059777,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1519793703963049989,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1514270374741123077,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1528105987810512898,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1513091828727402497,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1515615727369207808,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1515786531696488456,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1517033904435249154,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1511335544378343429,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1504872582356553730,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1575203354586021893,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1568970486373048320,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1569301824519245825,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1523095792583651328,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1526855100085456898,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1514663385450881024,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1532361829258780675,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1519665110008188928,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1506217781976616963,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1529829885123903489,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1518207541477621761,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1509231444798943232,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1498009946297880577,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1497956624379559936,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1521265828695621632,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1571302042953465856,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1517078204443504640,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1503044088718888968,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1504506242219356164,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1499868878775767042,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1514823517589626880,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1565239548338212864,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1509930061075521541,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1515360992154296341,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1571065339101990914,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1544239341429526533,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1521869092709441539,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1523038943293620224,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1524770025424539648,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1515301172890021890,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1517146565609021443,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1498078094329991168,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1497928542407086085,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1519703546006052867,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1551158193547624453,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1575014289517477888,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1519535682720616448,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1541425882828611585,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1510556818342400003,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1517749548176838656,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1500056136803917827,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1519385752890654720,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1530234208844759040,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1507681249590194176,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1515279361527717899,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1534180430068555777,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1543249058365689861,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1574462385481551880,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1535278651343835137,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1542414597369495552,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1520496239011323908,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1499376564869419017,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1540632618802323457,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1553833575941906433,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1530108890842554369,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1522973669370347522,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1510541526866268161,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1498293332883263490,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1516080560640335874,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1513532735696117770,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1519722362341675017,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1498948925218295808,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1500843522194391044,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1520008292512280576,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1516866899790999555,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1498548747533443072,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1517038959511150598,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1515182629783539715,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1515045054917844992,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1517594281648734210,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1515371884724076545,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1498522827900788740,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1513065869471105025,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1537406722146504704,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1530899659622912007,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1537452488865062919,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1528259490461761537,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1514141124557955075,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1566869340762378241,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1552902523714945024,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1546736245954564097,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1512317026609643521,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1515849983110569988,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1522098615644311553,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1522890061141975041,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1524350326635180032,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1516390891912634368,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1528371425643487232,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1518990662183657474,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1519589782556393472,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1518534780308140033,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1570463162226409475,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1538090845798375424,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1514374466398261248,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1512766696846770188,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1522178379117645825,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1520012920368816128,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1513985649174630403,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1499484753162080257,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1498356211535732743,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1510349627551371266,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1518097453832151040,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1534556432577744896,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1530432640138067969,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1514915372213932036,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1539526325068775428,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1567043733786345473,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1569927976078254080,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1522874328420917250,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1516393797416071179,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1539338875352584192,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1516231642817388547,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1514914186693861377,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1531657432686022659,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1498515291642470403,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1572693364310433792,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1533399381071765506,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1563753225005801473,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1567447518681726977,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1524388708648116224,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1515654615450144774,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1499321593608249351,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1511768547470585868,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1520010122906554370,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1497912076521594880,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1519963635333877760,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1522618776189030400,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1519962349867786241,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1513959168394338307,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1514436830409678849,tweet,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
1531915730349965312,reply,arms delivery,soll die ukraine mit der lieferung von waffen sowie von schweren waffen unterstützt werden,AGAINST
